ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
175	"ENSG00000100031"	"GGT1"	chr22	+	24610249	24610531	24610249	24610336	24610413	24610531	175	318,381	9,10	773,590	17,13	176	99	0.609337995933	0.8401395952501269	0.952,0.955	0.962,0.962	-0.008
176	"ENSG00000100031"	"GGT1"	chr22	+	24610249	24610531	24610249	24610336	24610454	24610531	176	400,477	83,82	1016,744	67,43	217	99	9.06996699968e-12	2.364626193801708e-10	0.687,0.726	0.874,0.888	-0.174
178	"ENSG00000100031"	"GGT1"	chr22	+	24628080	24628388	24628080	24628193	24628274	24628388	178	10,16	620,627	23,25	1340,883	180	99	0.8092222204	1.0	0.009,0.014	0.009,0.015	-0.001
179	"ENSG00000100014"	"SPECC1L"	chr22	+	24321287	24322918	24321287	24321323	24321404	24322918	179	146,206	37,19	128,170	3,6	180	99	4.83622380154e-06	4.004414064000449e-05	0.685,0.856	0.959,0.94	-0.179
180	"ENSG00000099992"	"TBC1D10A"	chr22	-	30293650	30294110	30293650	30293805	30293920	30294110	180	34,32	499,619	15,18	340,480	214	99	0.0897563662789	0.19544296799499758	0.031,0.023	0.02,0.017	0.008
181	"ENSG00000100359"	"SGSM3"	chr22	+	40407016	40407328	40407016	40407071	40407200	40407328	181	205,194	758,905	241,351	835,688	228	99	0.000231233328905	0.0012340439828214974	0.105,0.085	0.111,0.181	-0.051
182	"ENSG00000100359"	"SGSM3"	chr22	+	40407016	40407568	40407016	40407071	40407412	40407568	182	709,715	0,0	970,1161	1,6	440	99	0.704358823779	0.9242538757188477	1.0,1.0	0.995,0.978	0.014
183	"ENSG00000100359"	"SGSM3"	chr22	+	40407016	40407568	40407016	40407328	40407412	40407568	183	526,547	692,743	786,920	523,417	183	99	2.38189801216e-10	5.008476010855237e-09	0.291,0.285	0.448,0.544	-0.208
184	"ENSG00000100359"	"SGSM3"	chr22	+	40408793	40409372	40408793	40408842	40408932	40409372	184	110,95	765,810	227,362	828,667	189	99	1.56985535682e-12	4.623883125412191e-11	0.07,0.058	0.126,0.221	-0.109
185	"ENSG00000100359"	"SGSM3"	chr22	+	40408932	40409372	40408932	40409018	40409249	40409372	185	543,680	378,402	951,969	399,330	330	99	8.70165858791e-06	6.776054422088948e-05	0.301,0.337	0.417,0.468	-0.123
186	"ENSG00000100359"	"SGSM3"	chr22	+	40408793	40409372	40408793	40408842	40409339	40409372	186	1035,1269	0,0	1617,1707	3,0	596	99	1	1.0	1.0,1.0	0.989,1.0	0.006
187	"ENSG00000100359"	"SGSM3"	chr22	+	40408932	40409372	40408932	40409018	40409339	40409372	187	1057,1315	32,26	1589,1572	50,42	420	99	0.364428195754	0.5887151740911907	0.886,0.923	0.882,0.898	0.015
189	"ENSG00000100124"	"ANKRD54"	chr22	-	37832957	37833206	37832957	37833082	37833158	37833206	189	38,63	141,147	153,164	549,479	175	99	0.519205975548	0.7576693228427507	0.132,0.195	0.136,0.162	0.014
190	"ENSG00000205593"	"DENND6B"	chr22	-	50313813	50314272	50313813	50313878	50314206	50314272	190	17,53	99,104	124,47	180,89	427	99	0.00153320018939	0.006357714057776803	0.038,0.106	0.138,0.109	-0.052
193	"ENSG00000198089"	"SFI1"	chr22	+	31604868	31606430	31604868	31604945	31606327	31606430	193	2276,2806	121,200	232,373	56,86	1481	99	0	0.0	0.557,0.484	0.217,0.225	0.299
194	"ENSG00000198089"	"SFI1"	chr22	+	31618114	31618547	31618114	31618226	31618313	31618547	194	41,70	581,634	43,59	201,218	186	99	6.09442564192e-08	7.760838725857532e-07	0.036,0.056	0.102,0.126	-0.068
195	"ENSG00000100365"	"NCF4"	chr22	+	36875652	36876094	36875652	36875783	36876028	36876094	195	6,5	0,3	48,39	20,21	344	99	0.303939310356	0.5132384372028999	1.0,0.324	0.409,0.348	0.284
197	"ENSG00000099917"	"MED15"	chr22	+	20554935	20555148	20554935	20554995	20555076	20555148	197	423,601	11,27	540,542	1,8	180	99	6.78301519996e-06	5.4186882296160786e-05	0.955,0.924	0.997,0.974	-0.046
201	"ENSG00000012817"	"KDM5D"	chrY	-	19706440	19706863	19706440	19706640	19706793	19706863	201	83,116	171,263	96,36	189,36	252	99	0.116597238455	0.2407118483566707	0.16,0.148	0.166,0.282	-0.07
203	"ENSG00000142347"	"MYO1F"	chr19	-	8553138	8553437	8553138	8553228	8553349	8553437	203	1,0	9,5	0,3	14,4	220	99	0.676927564876	0.8991136003697233	0.048,0.0	0.0,0.252	-0.102
204	"ENSG00000142347"	"MYO1F"	chr19	-	8554476	8554743	8554476	8554571	8554653	8554743	204	0,1	10,6	3,2	14,3	181	99	0.0150725940439	0.044753831564746556	0.0,0.084	0.105,0.267	-0.144
214	"ENSG00000292982"	"WASH5P"	chr19	-	65821	66499	65821	66047	66345	66499	214	3,11	2,8	22,10	25,29	397	99	0.149270024353	0.29325783552242896	0.272,0.255	0.18,0.079	0.134
216	"ENSG00000130299"	"GTPBP3"	chr19	+	17338007	17338451	17338007	17338255	17338364	17338451	216	24,16	91,135	24,32	135,230	208	99	0.608175539681	0.8398873728916029	0.112,0.053	0.078,0.062	0.012
217	"ENSG00000130299"	"GTPBP3"	chr19	+	17338953	17339266	17338953	17339026	17339122	17339266	217	105,102	89,142	53,58	174,232	195	99	1.31513666624e-09	2.3992694216014372e-08	0.375,0.267	0.134,0.113	0.198
218	"ENSG00000160117"	"ANKLE1"	chr19	+	17282655	17283002	17282655	17282761	17282863	17283002	218	1,4	8,6	0,6	2,0	201	99	0.464053479592	0.7000786474204159	0.058,0.247	0.0,1.0	-0.348
220	"ENSG00000142453"	"CARM1"	chr19	+	10920833	10921127	10920833	10920946	10921049	10921127	220	20,20	330,382	18,19	332,382	202	99	0.755726952574	0.9633209271578392	0.029,0.025	0.026,0.024	0.002
221	"ENSG00000183207"	"RUVBL2"	chr19	+	49009972	49010611	49009972	49010066	49010487	49010611	221	100,177	1360,1483	253,292	2646,3156	520	99	0.935802997219	1.0	0.014,0.022	0.018,0.017	0.0
222	"ENSG00000181027"	"FKRP"	chr19	+	46748514	46748884	46748514	46748621	46748774	46748884	222	21,18	0,0	38,32	0,2	252	99	0.732272124338	0.9469181069716225	1.0,1.0	1.0,0.863	0.069
223	"ENSG00000181027"	"FKRP"	chr19	+	46748514	46748884	46748514	46748665	46748774	46748884	223	17,13	0,1	27,24	3,5	208	99	0.00175661176853	0.007153442225723488	1.0,0.861	0.811,0.696	0.177
224	"ENSG00000090372"	"STRN4"	chr19	-	46721985	46722340	46721985	46722072	46722241	46722340	224	77,85	309,348	68,101	529,548	268	99	0.00382937385247	0.013992082395601796	0.084,0.083	0.045,0.064	0.029
225	"ENSG00000105204"	"DYRK1B"	chr19	-	39826671	39826987	39826671	39826867	39826951	39826987	225	23,34	4,0	25,24	2,0	183	99	0.286884986257	0.49175731651383137	0.757,1.0	0.871,1.0	-0.057
226	"ENSG00000076928"	"ARHGEF1"	chr19	+	41892024	41892373	41892024	41892123	41892330	41892373	226	749,831	2617,3091	171,244	552,528	306	99	0.0084613017741	0.02748142499609836	0.085,0.08	0.091,0.13	-0.028
227	"ENSG00000167604"	"NFKBID"	chr19	-	35896725	35897058	35896725	35896831	35896912	35897058	227	20,45	15,36	57,115	30,96	180	99	0.64949175729	0.8756039029838165	0.423,0.407	0.511,0.397	-0.039
228	"ENSG00000129351"	"ILF3"	chr19	+	10681218	10682192	10681218	10681329	10681992	10682192	228	1440,1514	783,987	1191,1336	849,1136	762	99	0.0137170602552	0.04141414475327793	0.193,0.166	0.154,0.133	0.036
229	"ENSG00000129351"	"ILF3"	chr19	+	10683916	10685765	10683916	10683970	10684415	10685765	229	129,163	373,510	114,126	497,593	544	99	0.00373807393609	0.013723461733970757	0.059,0.055	0.04,0.037	0.018
230	"ENSG00000129351"	"ILF3"	chr19	+	10683916	10685765	10683916	10683970	10684858	10685765	230	1601,1766	2,2	2145,2703	22,36	987	99	2.68646105361e-10	5.603086473164425e-09	0.988,0.989	0.907,0.883	0.093
231	"ENSG00000104824"	"HNRNPL"	chr19	-	38840095	38840559	38840095	38840376	38840487	38840559	231	105,142	2085,2353	551,819	1848,1769	210	99	0	0.0	0.023,0.028	0.123,0.179	-0.126
232	"ENSG00000187994"	"RINL"	chr19	-	38871077	38871870	38871077	38871227	38871797	38871870	232	35,49	3,7	69,43	6,14	669	99	0.442196325214	0.6782804694248535	0.633,0.509	0.63,0.312	0.1
233	"ENSG00000187994"	"RINL"	chr19	-	38876330	38876781	38876330	38876474	38876692	38876781	233	54,113	15,35	23,34	13,4	317	99	0.897333412076	1.0	0.529,0.502	0.356,0.726	-0.025
234	"ENSG00000187994"	"RINL"	chr19	-	38876330	38876781	38876330	38876490	38876692	38876781	234	28,80	121,175	17,22	51,41	301	99	0.583834232649	0.8190235908657213	0.071,0.131	0.099,0.15	-0.023
236	"ENSG00000104960"	"PTOV1"	chr19	+	49860267	49860742	49860267	49860336	49860613	49860742	236	262,367	737,777	437,458	1513,1441	376	99	0.00938482012022	0.030050894965866277	0.086,0.111	0.071,0.077	0.025
237	"ENSG00000099817"	"POLR2E"	chr19	-	1093903	1095375	1093903	1094078	1095258	1095375	237	17,13	589,621	63,36	1002,875	1279	99	1	1.0	0.002,0.002	0.005,0.003	-0.002
238	"ENSG00000076662"	"ICAM3"	chr19	-	10334159	10335976	10334159	10334408	10335065	10335976	238	2003,2411	2,0	2957,2471	0,1	756	99	1	1.0	0.992,1.0	1.0,0.997	-0.002
239	"ENSG00000076662"	"ICAM3"	chr19	-	10334159	10335976	10334159	10334408	10335670	10335976	239	4373,5088	2,0	6261,5235	2,12	1361	99	0.287376630741	0.49227202207065424	0.994,1.0	0.996,0.969	0.015
240	"ENSG00000076662"	"ICAM3"	chr19	-	10335065	10335976	10335065	10335353	10335670	10335976	240	648,785	1309,1600	838,897	1988,1396	416	99	0.63091379239	0.8611180997300371	0.105,0.105	0.091,0.133	-0.007
241	"ENSG00000076662"	"ICAM3"	chr19	-	10338681	10339245	10338681	10338863	10339017	10339245	241	907,1065	0,1	1153,940	0,0	253	99	1	1.0	1.0,0.998	1.0,1.0	-0.001
242	"ENSG00000076662"	"ICAM3"	chr19	-	10338681	10339245	10338681	10338948	10339061	10339245	242	18,27	1,1	39,18	0,6	212	99	0.200440956712	0.3715596596076156	0.894,0.927	1.0,0.583	0.119
243	"ENSG00000161847"	"RAVER1"	chr19	-	10320654	10320951	10320654	10320763	10320857	10320951	243	253,233	0,1	250,305	0,7	193	99	0.29748644865	0.5057728407649372	1.0,0.992	1.0,0.957	0.018
244	"ENSG00000161847"	"RAVER1"	chr19	-	10320654	10320951	10320654	10320782	10320857	10320951	244	225,215	10,16	224,275	2,8	174	99	0.00194699722255	0.007825509149176225	0.928,0.884	0.985,0.951	-0.062
245	"ENSG00000073008"	"PVR"	chr19	+	44657761	44661323	44657761	44657910	44661291	44661323	245	217,240	2,4	207,383	14,15	3480	99	0.00185394607036	0.007502308245919307	0.755,0.631	0.296,0.421	0.335
247	"ENSG00000105677"	"TMEM147"	chr19	+	35546671	35547029	35546671	35546808	35546944	35547029	247	34,55	990,1077	132,147	1867,1925	235	99	0.000506495257627	0.0024444177005050398	0.014,0.021	0.029,0.031	-0.012
248	"ENSG00000105677"	"TMEM147"	chr19	+	35546671	35547240	35546671	35546808	35547118	35547240	248	73,104	2,9	205,220	24,15	409	99	0.223532846178	0.4042659887404795	0.898,0.737	0.674,0.78	0.09
249	"ENSG00000105677"	"TMEM147"	chr19	+	35546671	35547240	35546671	35547029	35547118	35547240	249	94,103	898,1115	163,158	1904,2102	188	99	0.157707729708	0.30588999632231295	0.052,0.046	0.043,0.038	0.009
250	"ENSG00000130529"	"TRPM4"	chr19	+	49188640	49189091	49188640	49188770	49188945	49189091	250	2,13	25,16	27,11	116,106	274	99	0.159136610754	0.3078609238377082	0.028,0.227	0.078,0.036	0.071
251	"ENSG00000130529"	"TRPM4"	chr19	+	49211163	49211834	49211163	49211269	49211493	49211834	251	6,9	43,38	8,7	232,113	323	99	0.000973585919583	0.004308006044393355	0.041,0.068	0.01,0.019	0.04
255	"ENSG00000167460"	"TPM4"	chr19	+	16088026	16089120	16088026	16088097	16089044	16089120	255	375,448	2352,2951	97,176	2665,3716	1046	99	0.000639826122367	0.00300702691005246	0.015,0.014	0.003,0.004	0.011
257	"ENSG00000267106"	"ZNF561-AS1"	chr19	+	9626783	9627806	9626783	9626860	9627712	9627806	257	10,16	4,0	8,5	0,0	951	99	0.00195793940085	0.007857211833780265	0.207,1.0	1.0,1.0	-0.396
260	"ENSG00000005007"	"UPF1"	chr19	+	18865288	18865778	18865288	18865450	18865560	18865778	260	12,27	623,661	82,101	2662,3190	209	99	0.748656347366	0.9587422888522107	0.009,0.019	0.014,0.015	-0.001
262	"ENSG00000142002"	"DPP9"	chr19	-	4684662	4685771	4684662	4684809	4685625	4685771	262	73,98	124,156	169,194	344,382	915	99	0.222421610239	0.4024449158767557	0.06,0.064	0.05,0.052	0.011
267	"ENSG00000130816"	"DNMT1"	chr19	-	10139675	10140328	10139675	10139817	10140045	10140328	267	123,194	356,356	157,308	238,264	327	99	8.17247664386e-06	6.415768286944825e-05	0.095,0.142	0.166,0.261	-0.095
269	"ENSG00000130816"	"DNMT1"	chr19	-	10138438	10140909	10138438	10138605	10140780	10140909	269	827,937	0,0	693,980	0,1	2274	99	1	1.0	1.0,1.0	1.0,0.977	0.012
270	"ENSG00000130816"	"DNMT1"	chr19	-	10141104	10142220	10141104	10141189	10142027	10142220	270	529,559	357,376	259,428	200,205	937	99	0.381988985058	0.6098074053977215	0.135,0.136	0.12,0.181	-0.015
271	"ENSG00000130816"	"DNMT1"	chr19	-	10141104	10142220	10141104	10141189	10142079	10142220	271	658,736	25,17	340,543	7,11	989	99	0.160809067773	0.31070695443270935	0.725,0.813	0.829,0.832	-0.062
272	"ENSG00000130816"	"DNMT1"	chr19	-	10160017	10160418	10160017	10160063	10160383	10160418	272	20,29	268,308	6,18	137,197	419	99	0.441064534761	0.6772174720952322	0.017,0.022	0.01,0.021	0.004
273	"ENSG00000261824"	"LINC00662"	chr19	-	27792999	27793893	27792999	27793232	27793531	27793893	273	63,100	67,58	68,54	31,21	398	99	0.0155023878953	0.045783362949877573	0.19,0.3	0.353,0.39	-0.127
286	"ENSG00000090013"	"BLVRB"	chr19	-	40458173	40458545	40458173	40458244	40458380	40458545	286	15,12	332,328	47,50	696,847	235	99	0.0470833126446	0.11541992492959917	0.019,0.015	0.028,0.024	-0.009
288	"ENSG00000105219"	"CCNP"	chr19	-	40222207	40223303	40222207	40222472	40223151	40223303	288	16,14	0,0	23,12	3,0	778	99	0.0262510260352	0.07093108120225435	1.0,1.0	0.494,1.0	0.253
289	"ENSG00000104856"	"RELB"	chr19	+	45034243	45034528	45034243	45034312	45034450	45034528	289	10,3	127,210	37,80	207,360	237	99	3.36344396779e-10	6.866586534242177e-09	0.032,0.006	0.069,0.085	-0.058
290	"ENSG00000160007"	"ARHGAP35"	chr19	+	46987988	46989675	46987988	46988066	46989543	46989675	290	27,25	171,186	9,18	216,263	1576	99	1	1.0	0.01,0.008	0.003,0.004	0.006
293	"ENSG00000131944"	"FAAP24"	chr19	+	32973183	32973562	32973183	32973302	32973425	32973562	293	4,3	28,48	5,8	37,57	222	99	0.316943649451	0.5291667949950359	0.06,0.027	0.057,0.059	-0.014
294	"ENSG00000131944"	"FAAP24"	chr19	+	32973183	32973562	32973183	32973302	32973483	32973562	294	16,10	18,13	18,33	0,3	280	99	1.12490413651e-08	1.695485394813998e-07	0.239,0.214	1.0,0.795	-0.671
295	"ENSG00000105486"	"LIG1"	chr19	-	48143542	48143963	48143542	48143599	48143877	48143963	295	10,14	0,0	5,18	0,3	377	99	0.046606899029	0.11454313369643088	1.0,1.0	1.0,0.612	0.194
296	"ENSG00000105486"	"LIG1"	chr19	-	48143542	48143963	48143542	48143599	48143882	48143963	296	13,19	231,219	7,23	98,137	382	99	0.056763480684	0.13469980948291144	0.014,0.022	0.018,0.042	-0.012
297	"ENSG00000188493"	"ACTMAP"	chr19	-	40740855	40742770	40740855	40741439	40742398	40742770	297	1396,1556	4,10	1636,1871	11,24	1058	99	0.0130685434061	0.03975165528769164	0.97,0.936	0.933,0.879	0.047
298	"ENSG00000188493"	"ACTMAP"	chr19	-	40740855	40742770	40740855	40741439	40742514	40742770	298	1533,1698	5,2	1782,2031	8,22	1174	99	0.000342141759837	0.0017520291709768605	0.963,0.986	0.949,0.886	0.057
299	"ENSG00000188493"	"ACTMAP"	chr19	-	40740855	40742770	40740855	40741439	40742576	40742770	299	1653,1834	4,4	1932,2184	6,10	1236	99	0.168877631181	0.3226612230313882	0.971,0.973	0.963,0.946	0.018
300	"ENSG00000105397"	"TYK2"	chr19	-	10353527	10354234	10353527	10353646	10354041	10354234	300	882,1153	211,264	934,1140	209,282	494	99	0.948144415755	1.0	0.456,0.467	0.472,0.448	0.002
301	"ENSG00000105397"	"TYK2"	chr19	-	10356567	10357918	10356567	10356718	10357763	10357918	301	831,865	349,479	641,683	387,436	1144	99	0.0342255579744	0.08883909548888155	0.171,0.135	0.125,0.119	0.031
302	"ENSG00000105397"	"TYK2"	chr19	-	10364850	10365898	10364850	10365048	10365516	10365898	302	157,232	377,462	130,183	298,329	567	99	0.597867317617	0.8307061739377725	0.068,0.081	0.071,0.089	-0.005
303	"ENSG00000130475"	"FCHO1"	chr19	+	17775982	17776686	17775982	17776161	17776634	17776686	303	143,208	0,0	105,92	0,2	572	99	0.615451402859	0.8460913251801406	1.0,1.0	1.0,0.888	0.056
304	"ENSG00000105369"	"CD79A"	chr19	+	41878989	41879653	41878989	41879175	41879534	41879653	304	823,997	114,168	50,33	16,8	458	99	0.0209914550842	0.05877759756341488	0.609,0.562	0.403,0.471	0.149
305	"ENSG00000105369"	"CD79A"	chr19	+	41878989	41879653	41878989	41879289	41879534	41879653	305	21,21	1000,1289	0,4	59,38	344	99	0.933353467488	1.0	0.006,0.005	0.0,0.029	-0.009
307	"ENSG00000105699"	"LSR"	chr19	+	35266678	35266967	35266678	35266738	35266835	35266967	307	4,11	2,0	14,14	12,27	196	99	0.00181689354612	0.007379456576530547	0.503,1.0	0.371,0.208	0.462
309	"ENSG00000076944"	"STXBP2"	chr19	+	7639730	7640809	7639730	7639807	7640697	7640809	309	179,222	2,1	467,435	1,7	989	99	0.703184193356	0.9230264364906026	0.9,0.957	0.979,0.862	0.008
310	"ENSG00000076944"	"STXBP2"	chr19	+	7639730	7640809	7639730	7639807	7640730	7640809	310	218,273	618,687	541,483	1137,839	1022	99	0.00563905747477	0.01947923300483442	0.033,0.037	0.044,0.053	-0.013
311	"ENSG00000076944"	"STXBP2"	chr19	+	7639730	7640809	7639730	7639807	7640739	7640809	311	234,281	8,6	559,490	11,6	1031	99	0.206068707645	0.37964894812435634	0.737,0.818	0.83,0.887	-0.081
312	"ENSG00000076944"	"STXBP2"	chr19	+	7642428	7642823	7642428	7642536	7642765	7642823	312	22,22	640,746	118,145	1220,1032	328	99	3.96016552884e-13	1.3172671287094086e-11	0.01,0.009	0.028,0.041	-0.025
313	"ENSG00000076944"	"STXBP2"	chr19	+	7647161	7647511	7647161	7647247	7647353	7647511	313	53,58	889,992	217,319	1665,1324	205	99	6.77236045021e-15	2.8715552524324487e-13	0.028,0.027	0.059,0.104	-0.054
315	"ENSG00000104904"	"OAZ1"	chr19	+	2271384	2271530	2271384	2271442	2271443	2271530	315	6998,7976	0,0	13122,13426	3,0	100	99	1	1.0	1.0,1.0	1.0,1.0	0.0
316	"ENSG00000104904"	"OAZ1"	chr19	+	2271384	2271954	2271384	2271530	2271781	2271954	316	355,411	8589,10311	513,602	16564,16733	350	99	0.29795165723	0.5063406603928452	0.012,0.011	0.009,0.01	0.002
319	"ENSG00000105640"	"RPL18A"	chr19	+	17861292	17861472	17861292	17861307	17861424	17861472	319	24714,27915	184,203	28693,28963	106,130	216	99	9.92848888107e-05	0.0005835350243352413	0.984,0.984	0.992,0.99	-0.007
320	"ENSG00000105726"	"ATP13A1"	chr19	-	19645197	19645790	19645197	19645532	19645646	19645790	320	60,63	406,516	88,103	725,570	213	99	0.502518607924	0.7385138254331572	0.064,0.054	0.053,0.077	-0.006
321	"ENSG00000105726"	"ATP13A1"	chr19	-	19645646	19645985	19645646	19645790	19645873	19645985	321	40,38	434,578	42,50	729,620	182	99	0.534464828504	0.7735305854398664	0.048,0.035	0.03,0.042	0.005
322	"ENSG00000105726"	"ATP13A1"	chr19	-	19647413	19647759	19647413	19647528	19647598	19647759	322	36,58	372,416	76,70	446,357	169	99	0.0120681434472	0.03723705037266789	0.054,0.076	0.091,0.103	-0.032
323	"ENSG00000105726"	"ATP13A1"	chr19	-	19649740	19651797	19649740	19649940	19651688	19651797	323	458,435	274,319	263,369	356,324	1847	99	9.73973449995e-05	0.000573314501419635	0.082,0.068	0.038,0.058	0.027
324	"ENSG00000105726"	"ATP13A1"	chr19	-	19655315	19655654	19655315	19655453	19655527	19655654	324	24,24	255,350	22,30	318,301	173	99	0.820283356059	1.0	0.051,0.038	0.038,0.054	-0.002
325	"ENSG00000105726"	"ATP13A1"	chr19	-	19656659	19656916	19656659	19656766	19656846	19656916	325	101,101	244,320	184,144	215,203	179	99	1.53597014219e-07	1.790495708048373e-06	0.186,0.149	0.321,0.282	-0.134
326	"ENSG00000089639"	"GMIP"	chr19	-	19635414	19635721	19635414	19635569	19635643	19635721	326	63,66	416,517	17,32	169,160	173	99	0.843200177719	1.0	0.08,0.068	0.054,0.103	-0.004
328	"ENSG00000175221"	"MED16"	chr19	-	867962	868499	867962	868251	868415	868499	328	539,608	16,12	1925,1582	11,3	263	99	6.19416519188e-08	7.874855483647111e-07	0.927,0.95	0.985,0.995	-0.051
329	"ENSG00000102575"	"ACP5"	chr19	-	11576242	11577317	11576242	11576588	11576715	11577317	329	2,3	0,0	6,0	2,0	226	99	1	1.0	1.0,1.0	0.568,NA	0.432
337	"ENSG00000249115"	"HAUS5"	chr19	+	35613867	35614059	35613867	35613900	35614034	35614059	337	4,15	108,144	5,20	122,173	233	99	0.679182413451	0.9005585368730872	0.015,0.042	0.017,0.047	-0.003
338	"ENSG00000249115"	"HAUS5"	chr19	+	35619612	35620123	35619612	35619758	35620011	35620123	338	157,135	60,48	176,244	63,83	352	99	0.734804660972	0.9485593122651261	0.424,0.442	0.44,0.453	-0.014
344	"ENSG00000130244"	"FAM98C"	chr19	+	38403337	38403694	38403337	38403486	38403559	38403694	344	6,1	23,16	4,6	11,14	172	99	0.144454042444	0.28605384797032285	0.131,0.035	0.173,0.198	-0.102
345	"ENSG00000130244"	"FAM98C"	chr19	+	38405518	38407077	38405518	38405635	38406909	38407077	345	438,557	250,270	287,294	214,129	1373	99	0.42655051835	0.6619624249690778	0.112,0.129	0.088,0.141	0.006
346	"ENSG00000099625"	"CBARP"	chr19	-	1228286	1231275	1228286	1230142	1231100	1231275	346	110,162	0,5	298,381	3,9	1057	99	0.676619061497	0.898858546664202	1.0,0.752	0.903,0.799	0.025
349	"ENSG00000124466"	"LYPD3"	chr19	-	43463125	43463769	43463125	43463287	43463598	43463769	349	45,55	12,6	97,38	9,4	410	99	0.157721432599	0.30588999632231295	0.475,0.689	0.722,0.696	-0.127
350	"ENSG00000130159"	"ECSIT"	chr19	-	11507456	11508048	11507456	11507562	11507701	11508048	350	27,17	301,338	30,43	430,444	238	99	0.357738253524	0.5814059631295226	0.036,0.02	0.028,0.039	-0.006
351	"ENSG00000130159"	"ECSIT"	chr19	-	11507456	11508048	11507456	11507562	11507990	11508048	351	76,93	7,0	107,169	9,25	527	99	0.0217567118158	0.06059059728709079	0.671,1.0	0.691,0.559	0.211
352	"ENSG00000130159"	"ECSIT"	chr19	-	11507701	11508048	11507701	11507729	11507990	11508048	352	331,397	0,0	457,508	1,5	360	99	0.529793766969	0.7686441999811569	1.0,1.0	0.992,0.965	0.022
353	"ENSG00000130159"	"ECSIT"	chr19	-	11507701	11508048	11507701	11507850	11507990	11508048	353	38,49	213,288	65,109	399,381	239	99	0.148835186193	0.29270161362165675	0.069,0.066	0.063,0.106	-0.017
354	"ENSG00000239382"	"ALKBH6"	chr19	-	36013020	36013422	36013020	36013089	36013309	36013422	354	159,224	5,7	148,260	4,22	319	99	0.0701355781479	0.16012906999033855	0.908,0.909	0.92,0.786	0.056
356	"ENSG00000239382"	"ALKBH6"	chr19	-	36013020	36013422	36013020	36013089	36013343	36013422	356	179,243	356,486	169,291	583,668	353	99	0.0112741376895	0.0351241504036623	0.124,0.123	0.075,0.109	0.032
